filename,status,output,bg_fraction,slug
Ozark Logo.jpg,processed,matched/ozark.png,0.363,ozark
Pacific Logo.jpg,processed,matched/pacific.png,0.38,pacific
Palmyra Logo.jpg,processed,matched/palmyra.png,0.499,palmyra
Paris Logo.jpg,processed,matched/paris.png,0.412,paris
Park Hill Logo.jpg,processed,matched/park-hill.png,0.564,park-hill
Park Hill South Logo.jpg,processed,matched/park-hill-south.png,0.608,park-hill-south
Parkview Logo.jpg,processed,matched/parkview.png,0.284,parkview
Parkway Central Logo.jpg,processed,matched/parkway-central.png,0.701,parkway-central
Parkway North Logo.jpg,processed,matched/parkway-north.png,0.536,parkway-north
Parkway South Logo.jpg,processed,matched/parkway-south.png,0.461,parkway-south
Parkway West Logo.jpg,processed,matched/parkway-west.png,0.247,parkway-west
Paseo Academy Logo.jpg,processed,matched/paseo-academy.png,0.396,paseo-academy
Pattonsburg Logo.jpg,processed,matched/pattonsburg.png,0.455,pattonsburg
Pattonville Logo.jpg,processed,matched/pattonville.png,0.429,pattonville
Pembroke Hill Logo.jpg,processed,matched/pembroke-hill.png,0.389,pembroke-hill
Penney Logo.jpg,processed,matched/penney.png,0.428,penney
Perryville Logo.jpg,processed,matched/perryville.png,0.402,perryville
Pierce City Logo.jpg,processed,matched/pierce-city.png,0.486,pierce-city
Pilot Grove Logo.jpg,processed,matched/pilot-grove.png,0.447,pilot-grove
Plato Logo.jpg,processed,matched/plato.png,0.57,plato
Platte County Logo.jpg,processed,matched/platte-county.png,0.638,platte-county
Plattsburg Logo.jpg,processed,matched/plattsburg.png,0.478,plattsburg
Pleasant Hill Logo.jpg,processed,matched/pleasant-hill.png,0.456,pleasant-hill
Pleasant Hope Logo.jpg,processed,matched/pleasant-hope.png,0.426,pleasant-hope
Polo Logo.jpg,processed,matched/polo.png,0.65,polo
Poplar Bluff Logo.jpg,processed,matched/poplar-bluff.png,0.745,poplar-bluff
Portageville Logo.jpg,processed,matched/portageville.png,0.334,portageville
Potosi Logo.jpg,processed,matched/potosi.png,0.498,potosi
Prairie Home Logo.jpg,processed,matched/prairie-home.png,0.572,prairie-home
Princeton Logo.jpg,processed,matched/princeton.png,0.532,princeton
Principia Logo.jpg,processed,matched/principia.png,0.649,principia
Priory Logo.jpg,processed,matched/priory.png,0.541,priory
Purdy Logo.jpg,processed,matched/purdy.png,0.383,purdy
Putnam County Logo.jpg,processed,matched/putnam-county.png,0.607,putnam-county
Puxico Lgoo.jpg,processed,matched/puxico.png,0.61,puxico
Raymore-Peculiar Logo.jpg,processed,matched/raymore-peculiar.png,0.535,raymore-peculiar
Raytown Logo.jpg,processed,matched/raytown.png,0.778,raytown
Raytown South Logo.jpg,processed,matched/raytown-south.png,0.693,raytown-south
Reeds Spring Logo.jpg,processed,matched/reeds-spring.png,0.586,reeds-spring
Republic Logo.jpg,processed,matched/republic.png,0.218,republic
Rich Hill Logo.jpg,processed,matched/rich-hill.png,0.14,rich-hill
Richland Essex Logo.jpg,processed,matched/richland-essex.png,0.532,richland-essex
Richland.jpg,processed,matched/richland.png,0.303,richland
Richmond Logo.jpg,processed,matched/richmond.png,0.289,richmond
Risco Logo.jpg,processed,matched/risco.png,0.36,risco
Ritenour Logo.jpg,processed,matched/ritenour.png,0.652,ritenour
Riverview Gardens Logo.jpg,processed,matched/riverview-gardens.png,0.652,riverview-gardens
Rock Bridge Logo.jpg,processed,matched/rock-bridge.png,0.473,rock-bridge
Rock Port Logo.jpg,processed,matched/rock-port.png,0.481,rock-port
Rockhurst Logo.jpg,processed,matched/rockhurst.png,0.451,rockhurst
Rockwood Summit Logo.jpg,processed,matched/rockwood-summit.png,0.155,rockwood-summit
Rolla Logo.jpg,processed,matched/rolla.png,0.388,rolla
Roosevelt Logo.jpg,processed,matched/roosevelt.png,0.596,roosevelt
Rosati-Kain Logo.jpg,processed,matched/rosati-kain.png,0.411,rosati-kain
Ruskin Logo.jpg,processed,matched/ruskin.png,0.418,ruskin
Russellville Logo.jpg,processed,matched/russellville.png,0.689,russellville
SLUH Logo.jpg,processed,matched/sluh.png,0.485,sluh
STEAM Academy Logo.jpg,processed,matched/steam-academy.png,0.576,steam-academy
Sacred Heart Logo.jpg,processed,matched/sacred-heart.png,0.582,sacred-heart
Salem Logo.jpg,processed,matched/salem.png,0.621,salem
Salisbury Logo.jpg,processed,matched/salisbury.png,0.573,salisbury
Santa Fe Logo.jpg,processed,matched/santa-fe.png,0.604,santa-fe
Sarcoxie Logo.jpg,processed,matched/sarcoxie.png,0.445,sarcoxie
Savannah Logo.jpg,processed,matched/savannah.png,0.752,savannah
Saxony Lutheran Logo.jpg,processed,matched/saxony-lutheran.png,0.712,saxony-lutheran
School of the Ozarks Logo.jpg,processed,matched/school-of-the-ozarks.png,0.318,school-of-the-ozarks
Schuyler County.jpg,processed,matched/schuyler-county.png,0.665,schuyler-county
Scotland County Logo.jpg,processed,matched/scotland-county.png,0.601,scotland-county
Scott City Logo.jpg,processed,matched/scott-city.png,0.27,scott-city
Scott County Central Logo.jpg,processed,matched/scott-county-central.png,0.678,scott-county-central
Seckman Logo.jpg,processed,matched/seckman.png,0.564,seckman
Senath-Hornersville Logo.jpg,processed,matched/senath-hornersville.png,0.571,senath-hornersville
Seneca Logo.jpg,processed,matched/seneca.png,0.38,seneca
Seymour Logo.jpg,processed,matched/seymour.png,0.36,seymour
Sheldon Logo.jpg,processed,matched/sheldon.png,0.376,sheldon
Sherwood Logo.jpg,processed,matched/sherwood.png,0.513,sherwood
Sikeston Logo.jpg,processed,matched/sikeston.png,0.343,sikeston
Silex Logo.jpg,processed,matched/silex.png,0.494,silex
Skyline Logo.jpg,processed,matched/skyline.png,0.222,skyline
Slater Logo.jpg,processed,matched/slater.png,0.713,slater
Smith Cotton Logo.jpg,processed,matched/smith-cotton.png,0.675,smith-cotton
Smithton Logo.jpg,processed,matched/smithton.png,0.397,smithton
Smithville Logo.jpg,processed,matched/smithville.png,0.614,smithville
Soldan International Studies Logo.jpg,processed,matched/soldan-international-studies.png,0.211,soldan-international-studies
South Callaway Logo.jpg,processed,matched/south-callaway.png,0.502,south-callaway
South Harrison Logo.jpg,processed,matched/south-harrison.png,0.794,south-harrison
South Holt Logo.jpg,processed,matched/south-holt.png,0.552,south-holt
South Iron Logo.jpg,processed,matched/south-iron.png,0.429,south-iron
South Pemiscot Logo.jpg,processed,matched/south-pemiscot.png,0.383,south-pemiscot
South Shelby Logo.jpg,processed,matched/south-shelby.png,0.527,south-shelby
Southeast Logo.jpg,processed,matched/southeast.png,0.431,southeast
Southern Boone Logo.jpg,processed,matched/southern-boone.png,0.732,southern-boone
Southland Logo.jpg,processed,matched/southland.png,0.756,southland
Southwest Livingston County Logo.jpg,processed,matched/southwest-livingston-county.png,0.583,southwest-livingston-county
Southwest Washburn Logo.jpg,bg_removal_uncertain,,0.003,southwest-washburn
Sparta Logo.jpg,processed,matched/sparta.png,0.518,sparta
Spokane Logo.jpg,processed,matched/spokane.png,0.306,spokane
Springfield Catholic Logo.jpg,processed,matched/springfield-catholic.png,0.617,springfield-catholic
St Charles Logo.jpg,processed,matched/st-charles.png,0.345,st-charles
St Charles West Logo.jpg,processed,matched/st-charles-west.png,0.214,st-charles-west
St Clair Logo.jpg,processed,matched/st-clair.png,0.318,st-clair
St Dominic Logo.jpg,processed,matched/st-dominic.png,0.579,st-dominic
St Francis Borgia Logo.jpg,processed,matched/st-francis-borgia.png,0.36,st-francis-borgia
St James Logo.jpg,processed,matched/st-james.png,0.47,st-james
St Joseph Christian Logo.jpg,processed,matched/st-joseph-christian.png,0.209,st-joseph-christian
St Josephs Academy Logo.jpg,processed,matched/st-josephs-academy.png,0.212,st-josephs-academy
St Mary South Side Logo.jpg,processed,matched/st-marys-south-side.png,0.307,st-marys-south-side
St Michael the Archangel Logo.jpg,processed,matched/st-michael-the-archangel.png,0.742,st-michael-the-archangel
St Paul Lutheran Concordia Logo.jpg,processed,matched/st-paul-lutheran-concordia.png,0.578,st-paul-lutheran-concordia
St Pius X Kansas City Logo.jpg,error: image file is truncated (5 bytes not processed),,,
St Teresas Academy Logo.jpg,processed,matched/st-teresas-academy.png,0.311,st-teresas-academy
St. Elizabeth Logo.jpg,processed,matched/st-elizabeth.png,0.565,st-elizabeth
St. Paul Lutheran Farmington Logo.jpg,processed,matched/st-paul-lutheran-farmington.png,0.238,st-paul-lutheran-farmington
St. Pius X Festus Logo.jpg,processed,matched/st-pius-x-festus.png,0.593,st-pius-x-festus
St. Vincent Logo.jpg,processed,matched/st-vincent.png,0.717,st-vincent
Staley Logo.jpg,processed,matched/staley.png,0.591,staley
Stanberry Logo.jpg,processed,matched/stanberry.png,0.615,stanberry
Ste Genevieve Logo.jpg,processed,matched/ste-genevieve.png,0.692,ste-genevieve
Steelville Logo.jpg,processed,matched/steelville.png,0.63,steelville
Stewartsville Logo.jpg,processed,matched/stewartsville.png,0.659,stewartsville
Stockton Logo.jpg,processed,matched/stockton.png,0.493,stockton
Stoutland Logo.jpg,processed,matched/stoutland.png,0.447,stoutland
Stover Logo.jpg,processed,matched/stover.png,0.315,stover
Strafford Logo.jpg,processed,matched/strafford.png,0.326,strafford
Sturgeon Logo.jpg,processed,matched/sturgeon.png,0.421,sturgeon
Sullivan Logo.jpg,processed,matched/sullivan.png,0.515,sullivan
Summersville Logo.jpg,processed,matched/summersville.png,0.294,summersville
Summit Christian Academy Logo.jpg,processed,matched/summit-christian-academy.png,0.394,summit-christian-academy
Sumner Logo.jpg,processed,matched/sumner.png,0.338,sumner
Sweet Springs Logo.jpg,processed,matched/sweet-springs.png,0.841,sweet-springs
Tarkio Logo.jpg,processed,matched/tarkio.png,0.497,tarkio
Thayer Logo.jpg,processed,matched/thayer.png,0.404,thayer
Thomas Jefferson Logo.jpg,processed,matched/thomas-jefferson-independent-day.png,0.586,thomas-jefferson-independent-day
Timberland Logo.jpg,processed,matched/timberland.png,0.361,timberland
Tina-Avalon Logo.jpg,processed,matched/tina-avalon.png,0.448,tina-avalon
Tipton Logo.jpg,processed,matched/tipton.png,0.563,tipton
Trenton Logo.jpg,processed,matched/trenton.png,0.575,trenton
Tri-County Logo.jpg,processed,matched/tri-county.png,0.652,tri-county
Troy Buchanan Logo.jpg,processed,matched/troy-buchanan.png,0.382,troy-buchanan
Truman Logo.jpg,processed,matched/truman.png,0.762,truman
Tuscumbia Logo.jpg,processed,matched/tuscumbia.png,0.567,tuscumbia
Twin Rivers Logo.jpg,processed,matched/twin-rivers.png,0.676,twin-rivers
Union Logo.jpg,processed,matched/union.png,0.471,union
Union Star Logo.jpg,processed,matched/union-star.png,0.483,union-star
University City Logo.jpg,processed,matched/university-city.png,0.428,university-city
University academy Logo.jpg,processed,matched/university-academy-charter.png,0.801,university-academy-charter
Ursuline Academy Logo.jpg,processed,matched/ursuline-academy.png,0.789,ursuline-academy
Valle Catholic Logo.jpg,processed,matched/valle-catholic.png,0.524,valle-catholic
Valley Logo.jpg,processed,matched/valley.png,0.645,valley
Valley Park Logo.jpg,processed,matched/valley-park.png,0.5,valley-park
Van Buren Logo.jpg,processed,matched/van-buren.png,0.371,van-buren
Van Horn Logo.jpg,processed,matched/van-horn.png,0.689,van-horn
Van-Far Logo.jpg,processed,matched/van-far.png,0.579,van-far
Vashon Logo.jpg,processed,matched/vashon.png,0.452,vashon
Veritas Christian Academy Logo.jpg,processed,matched/veritas-christian-academy.png,0.627,veritas-christian-academy
Verona Logo.jpg,processed,matched/verona.png,0.442,verona
Versailles Logo.jpg,processed,matched/versailles.png,0.595,versailles
Vianney Logo.jpg,processed,matched/vianney.png,0.54,vianney
Vienna Logo.jpg,processed,matched/vienna.png,0.604,vienna
Villa Duchesne Logo.jpg,processed,matched/villa-duchesne.png,0.716,villa-duchesne
Visitation Academy Logo.jpg,processed,matched/visitation-academy.png,0.219,visitation-academy
Walnut Grove Logo.jpg,processed,matched/walnut-grove.png,0.176,walnut-grove
Warrenton Logo.jpg,processed,matched/warrenton.png,0.404,warrenton
Warresnburg Logo.jpg,processed,matched/warrensburg.png,0.87,warrensburg
Warsaw Logo.jpg,processed,matched/warsaw.png,0.547,warsaw
Washington Logo.jpg,processed,matched/washington.png,0.409,washington
Waynesville Logo.jpg,processed,matched/waynesville.png,0.249,waynesville
Weaubleau Logo.jpg,processed,matched/weaubleau.png,0.454,weaubleau
Webb City Logo.jpg,processed,matched/webb-city.png,0.405,webb-city
Webster Groves Logo.jpg,processed,matched/webster-groves.png,0.318,webster-groves
Wellington-Napoleon Logo.jpg,processed,matched/wellington-napoleon.png,0.424,wellington-napoleon
Wellsville Logo.jpg,processed,matched/wellsville-middletown.png,0.681,wellsville-middletown
West County Logo.jpg,processed,matched/west-county.png,0.179,west-county
West Nodaway Logo.jpg,processed,matched/west-nodaway.png,0.668,west-nodaway
West Plains Logo.jpg,processed,matched/west-plains.png,0.601,west-plains
West Platte Logo.jpg,processed,matched/west-platte.png,0.731,west-platte
Westminster Christian Logo.jpg,processed,matched/westminster-christian-academy.png,0.721,westminster-christian-academy
Westran Logo.jpg,processed,matched/westran.png,0.708,westran
Wheatland Logo.jpg,processed,matched/wheatland.png,0.555,wheatland
Wheaton Logo.jpg,processed,matched/wheaton.png,0.444,wheaton
Whitfield Logo.jpg,processed,matched/whitfield.png,0.354,whitfield
Willard Logo.jpg,processed,matched/willard.png,0.833,willard
William Chrisman Logo.jpg,processed,matched/william-chrisman.png,0.233,william-chrisman
Willow Springs Logo.jpg,processed,matched/willow-springs.png,0.171,willow-springs
Windsor Imperial Logo.jpg,processed,matched/windsor-imperial.png,0.573,windsor-imperial
Windsor Logo.jpg,processed,matched/windsor.png,0.83,windsor
Winfield Logo.jpg,processed,matched/winfield.png,0.588,winfield
Winnetonka Logo.jpg,bg_removal_uncertain,,0.004,winnetonka
Winona Logo.jpg,processed,matched/winona.png,0.347,winona
Winston Logo.jpg,processed,matched/winston.png,0.518,winston
Woodland Logo.jpg,processed,matched/woodland.png,0.384,woodland
Worth County Logo.jpg,processed,matched/worth-county.png,0.6,worth-county
Wright City Logo.jpg,processed,matched/wright-city.png,0.565,wright-city
Zalma Logo.jpg,processed,matched/zalma.png,0.396,zalma
